"Gene.names","HK2_01","HK2_02"
"lgals1",5382.12,2495.59
"lgals12",0.12,0.39
"lgals2",0,0.19
"lgals3",335.19,704.78
"lgals3bp",547.44,633.73
"lgals4",0.05,0.4
"lgals7",0,0
"lgals8",86.22,59.75
"lgals9",0,0.07
"lgalsl",6.74,4.92
"lgi1",0,0.1
"lgi2",0.19,1.2
"lgi3",0.09,0.08
"lgi4",0.01,0.13
"lgmn",275.8,573.83
"lgr4",21.22,5.53
"lgr5",0,0.01
"lgr6",0,0.23
"lgsn",0.02,0
"lhb",0,0.12
"lhcgr",0,0
"lhfpl1",0,0
"lhfpl2",8.34,5.31
"lhfpl3",0.25,0.56
"lhfpl4",0.01,0.17
"lhfpl5",0.59,1.23
"lhpp",19.27,33.77
"lhx2",0.63,0.54
"lhx3",0,0.02
"lhx4",0.09,0.76
"lhx5",0,0.03
"lhx6",9.26,3.85
"lhx8",0,0.04
"lhx9",0.12,0.15
"lias",15.12,16.5
"lif",38.71,19.07
"lifr",2.12,3.08
"lig1",71.04,85.9
"lig3",13.79,17.65
"lig4",3.76,3.76
"lim2",0,0
"lima1",13.4,15.41
"limch1",1.66,1.46
"limd1",2.65,2.41
"limd2",26.82,52.48
"lime1",3.62,3.24
"limk1",6.35,12.83
"limk2",10.4,17.59
"lims1",37.56,25.36
"lims2",2.08,5.06
"lin28a",0,0.02
"lin28b",0,0
"lin37",15.93,19.99
"lin52",13.56,14.14
"lin54",10.9,6.79
"lin7a",1.23,2.59
"lin7b",20.82,26.87
"lin7c",14.66,6.63
"lin9",14.81,7.84
"lingo1",0,0.05
"lingo2",0.21,0.8
"lingo3",0.03,0.11
"lingo4",0,0.02
"lins1",7.1,7.77
"lipa",68.98,47.31
"lipc",0.17,0.83
"lipe",0.46,1.68
"lipf",0.09,0
"lipg",24.72,21.13
"liph",1.53,5.28
"lipi",0,0
"lipk",0,0
"lipm",0,0
"lipn",0,0
"lipt1",6.7,7.75
"lipt2",5.04,6.77
"litaf",330.2,405.15
"lix1",0.01,0.02
"lix1l",7.17,6.78
"lkaaear1",1.37,4.74
"llgl1",1.28,2.84
"llgl2",0.8,3.23
"llph",46.01,28.8
"lman1",106.36,75.55
"lman1l",0,0
"lman2",244.86,246.75
"lman2l",63.12,47.29
"lmbr1",43.13,43.53
"lmbr1l",22.09,18.89
"lmbrd1",26.81,19.36
"lmbrd2",3.78,2.53
"lmcd1",60.65,93.21
"lmf1",1.07,2.71
"lmf2",66.36,101.43
"lmln",11.54,7.54
"lmna",427.27,411.07
"lmnb1",17.73,25.69
"lmnb2",25.53,26.17
"lmntd1",0,0
"lmo1",33.04,6.47
"lmo2",0,0.09
"lmo3",0,0.26
"lmo4",7.02,13.39
"lmo7",8.46,11.9
"lmod1",0.02,0.03
"lmod2",0,0
"lmod3",0.01,0.05
"lmtk2",1.14,1.93
"lmtk3",0,0.07
"lmx1a",0,0
"lmx1b",0,0.04
"lnpep",3.58,5.28
"lnpk",26.59,11.07
"lnx1",0.25,0.25
"lnx2",4.33,2.85
"lonp1",145.82,131.67
"lonp2",37.6,36.78
"lonrf1",10.55,9.61
"lonrf2",0.07,0.28
"lonrf3",1.55,3.1
"lor",0,0.04
"lox",561.8,74.3
"loxhd1",0,0.02
"loxl1",56.25,61.68
"loxl2",1068.69,702.5
"loxl3",1.57,2.31
"loxl4",0.4,0.62
"lpar1",20.02,15.99
"lpar2",3.57,3.09
"lpar3",2.99,4.99
"lpar4",0.28,0
"lpar5",0.21,0.14
"lpar6",0.23,0.23
"lpcat1",53.35,27.41
"lpcat2",0.77,2.67
"lpcat3",23.34,36.46
"lpcat4",23.95,37.39
"lpgat1",10.61,22.35
"lpin1",11.62,16.6
"lpin2",5.73,8.48
"lpin3",6.67,8.84
"lpl",0.1,0.19
"lpo",0.39,0.54
"lpp",45.87,70.03
"lpxn",6.41,1.43
"lrat",14.43,5.01
"lrba",7.3,6.83
"lrch1",6.28,7.15
"lrch2",0.19,0.57
"lrch3",13.1,17.78
"lrch4",7.69,11.55
"lrcol1",0,0.16
"lrfn1",1.05,1.86
"lrfn2",0,0.03
"lrfn3",0.43,0.82
"lrfn4",0,0.1
"lrfn5",0.24,0.25
"lrg1",0.44,1.86
"lrguk",0.13,0.68
"lrif1",23.45,19.91
"lrig1",8.87,3.19
"lrig2",5.28,3.77
"lrig3",17.14,14.82
"lrit1",0,0
"lrit2",0,0.01
"lrit3",0,0.02
"lrmda",15.36,62.25
"lrmp",0,0.06
"lrp1",8.02,4.66
"lrp10",46.3,55.68
"lrp11",23.83,23.48
"lrp12",41.25,37.2
"lrp1b",0.01,0.2
"lrp2",0.03,0
"lrp2bp",0.19,0.32
"lrp3",7.54,20.49
"lrp4",11.01,6.6
"lrp5",6.11,7.67
"lrp6",6.36,8.4
"lrp8",37.07,42.55
"lrpap1",150.24,236
"lrpprc",50.38,44.89
"lrr1",39.46,28.82
"lrrc1",19.4,29.1
"lrrc10",0,0
"lrrc10b",0.28,0.48
"lrrc14",23.34,21.12
"lrrc14b",0,0.03
"lrrc15",0.23,0.06
"lrrc17",0.13,0.28
"lrrc18",0,0.03
"lrrc19",0,0.05
"lrrc2",0,0.1
"lrrc20",22.93,31.92
"lrrc23",9.28,13.26
"lrrc24",0.4,1.56
"lrrc25",0,0.26
"lrrc26",0.5,6.66
"lrrc27",7.12,10.12
"lrrc28",10.15,13.53
"lrrc29",5.27,6.73
"lrrc3",3.73,3.35
"lrrc30",0,0.05
"lrrc31",0,0.07
"lrrc32",0.71,1.49
"lrrc34",7.42,6.19
"lrrc36",0,0.03
"lrrc38",0,0
"lrrc39",0.11,0.2
"lrrc3b",0,0.01
"lrrc3c",0,0
"lrrc4",0.03,0.1
"lrrc40",26.4,14.6
"lrrc41",95.8,116.95
"lrrc42",79.48,78.88
"lrrc43",0.81,0.35
"lrrc45",8.68,12
"lrrc46",0.74,1.82
"lrrc47",20.87,25.18
"lrrc49",3.56,2.9
"lrrc4b",0.06,0.2
"lrrc4c",0,0.04
"lrrc52",0,0
"lrrc55",0,0.01
"lrrc56",0.48,0.84
"lrrc57",12.67,13.23
"lrrc58",13.75,14.3
"lrrc59",45.83,64.51
"lrrc6",5.56,7.64
"lrrc61",106.35,241.33
"lrrc63",0.2,0.67
"lrrc66",0,0.05
"lrrc69",1,1.19
"lrrc7",0.24,0.44
"lrrc71",1.06,0.32
"lrrc72",0,0.05
"lrrc73",0.16,0.34
"lrrc74a",0,0
"lrrc74b",0.01,0.05
"lrrc75a",0.54,0.79
"lrrc75b",43.45,68.01
"lrrc8a",43.75,46.9
"lrrc8b",11.38,11.65
"lrrc8c",2.61,2.01
"lrrc8d",24.52,21.99
"lrrc8e",23.24,31.51
"lrrc9",0,0
"lrrcc1",8.3,9.13
"lrrd1",0,0.02
"lrrfip1",29.15,34.89
"lrrfip2",30.94,34.52
"lrriq1",4.35,9.98
"lrriq3",1.18,1.28
"lrriq4",0.1,0.17
"lrrk1",1.47,3.97
"lrrk2",0.02,0.05
"lrrn1",2.95,7.12
"lrrn2",0,0.02
"lrrn3",0,0.09
"lrrn4",188.25,222.33
"lrrn4cl",0,0.02
"lrrtm1",0,0.01
"lrrtm2",0.03,0.03
"lrrtm3",0,0.15
"lrrtm4",0,0.04
"lrsam1",19.81,25.3
"lrtm1",0.03,0.06
"lrtm2",0,0.11
"lrwd1",19.79,26.74
"lsamp",0,0.09
"lsg1",31.21,51.34
"lsm1",36.24,53.73
"lsm10",60.64,71.38
"lsm11",0.55,0.54
"lsm12",9.58,11.05
"lsm14a",77.41,84.02
"lsm14b",1.12,2.99
"lsm2",79.29,103.87
"lsm3",32.5,29.72
"lsm4",360.09,430.43
"lsm5",176,133.17
"lsm6",46.8,52.83
"lsm7",186.98,249.02
"lsm8",53.18,71.83
"lsmem1",0.24,0.83
"lsmem2",0.09,0.14
"lsp1",0.98,0.31
"lsr",11.66,20.54
"lss",13.43,12.3
"lta4h",61.54,57.61
"ltb4r2",0.03,0.03
"ltbp1",4.7,2.46
"ltbp2",4.87,7.16
"ltbp3",16.32,24.16
"ltbp4",374.51,172.45
"ltc4s",0.62,2.02
"ltf",0,0
"ltk",0.01,0
"ltn1",12.54,19.14
"lto1",7.21,8.94
"ltv1",37.42,38.71
"luc7l",20.86,19.71
"luc7l2",92.59,72.13
"luc7l3",104.23,210.42
"lum",64.23,216.41
"lurap1",1.19,2.09
"lurap1l",1.25,3.65
"luzp1",45.26,66.66
"luzp2",0,0.01
"luzp4",0.02,0
"lvrn",0.01,0.02
"lxn",8.77,7.14
"ly6d",0,0.09
"ly6h",0,0
"ly6k",0.15,0.25
"ly6l",0,0
"ly75",4.62,3.03
"ly86",0,0
"ly9",0,0.16
"ly96",0.2,0.16
"lyar",15.43,15.01
"lyg1",0.69,1.24
"lyg2",0.05,0.2
"lyl1",0,0.05
"lyn",17.47,13.92
"lynx1",0.11,0.27
"lypd1",13.4,17.85
"lypd2",0,0
"lypd3",2.62,3.36
"lypd4",0,0.02
"lypd5",0.68,1.99
"lypd6",4.16,3.35
"lypd6b",0,0.04
"lypd8",0,0.07
"lypla1",154.09,113.44
"lypla2",104.86,159.55
"lyplal1",66.92,72.69
"lyrm1",20.18,23.31
"lyrm2",50.23,55.22
"lyrm4",36.86,37.02
"lyrm7",10.21,3.57
"lyrm9",3.51,4.2
"lysmd1",0.27,0.7
"lysmd2",4.94,6.56
"lysmd3",8.22,6.97
"lysmd4",3.24,5.11
"lyst",11.16,30.23
"lyve1",0,0.05
"lyzl1",0,0
"lyzl4",0,0
"lzic",21.3,19.13
"lztfl1",12.51,18.89
"lztr1",15.45,15.14
"lzts1",0.07,0.05
"lzts2",106.81,117.15
"lzts3",9.35,11.72
"m1ap",0,0
"m6pr",205.54,259.72
"maats1",7.89,6.92
"mab21l1",0,0.03
"mab21l2",0,0
"mab21l3",13.56,7.73
"mab21l4",0,0.04
"macc1",0,0.02
"macf1",22.45,40.1
"maco1",4.19,5.27
"macrod1",13.91,61.53
"macrod2",3.81,3.96
"mad1l1",36.73,79.94
"mad2l1",174.21,68.78
"mad2l1bp",51.34,66.33
"mad2l2",125.87,174.78
"madcam1",0.18,0.25
"madd",8.72,9.08
"maea",98.68,123.12
"mael",0.16,1.06
"maf",0.85,1.83
"maf1",160.62,200.46
"mafa",0,0
"mafb",0.09,0.13
"maff",26.5,15.95
"mafg",31.35,41.23
"mafk",0.43,0.63
"mag",0,2.53
"magea1",0,0
"magea10",0,0.09
"magea2",0,0
"magea3",0,0
"magea4",0,0
"magea5",0,0
"magea6",0,0
"magea8",0,0.07
"mageb1",0,0
"mageb16",0,0.03
"mageb18",0,0
"mageb2",0,0.08
"mageb3",0,0.02
"mageb4",0,0
"mageb5",0,0
"maged1",240.14,406.53
"maged2",289.39,374.51
"magee1",0.3,0.78
"magee2",0,0
"mageh1",2.7,5.68
"magel2",0,0
"magi1",3.68,3.4
"magi2",1.01,2.59
"magi3",4.1,5.97
"magix",4.04,6.55
"magoh",59.75,90.92
"magohb",81.22,73.21
"magt1",51.2,36.91
"maip1",22.34,27.41
"majin",0.27,0.49
"mak",0.28,0.36
"mak16",11.09,9.61
"mal",0.31,1.39
"mal2",58.9,33.56
"malat1",4156.1,6223.81
"mall",48.01,16.99
"malrd1",0,0
"malsu1",70.13,132.56
"malt1",35.89,42.68
"mamdc2",5.78,4.3
"mamdc4",0.84,0.28
"maml1",1.48,2.14
"maml2",1.35,1.53
"maml3",0,0
"mamld1",1.86,2.17
"mamstr",0.92,1.7
"man1a2",6.49,9.6
"man1b1",77.77,71.48
"man1c1",0.32,1.22
"man2a1",25.77,12.21
"man2a2",9.81,9.86
"man2b1",42.6,47.02
"man2b2",10.78,10.1
"man2c1",19.3,24.37
"manba",21.05,19.61
"manbal",128.21,129.49
"manea",18.42,11.54
"maneal",31.19,44.35
"manf",94.94,77
"mansc1",3.14,5.75
"mansc4",0,0
"maoa",7.11,5.99
"maob",0.07,0
"map10",0.45,0.96
"map11",1.55,4.1
"map1a",0.49,1.57
"map1b",106.27,101.63
"map1lc3a",0,0
"map1lc3b",87.98,80.47
"map1s",55.12,43.73
"map2",0.73,6.2
"map2k1",71.78,28.31
"map2k2",111.22,148.44
"map2k3",51.21,37.91
"map2k4",29.33,21.35
"map2k5",5.34,7.02
"map2k6",3.25,6.83
"map2k7",0.92,1.31
"map3k1",10.55,8.16
"map3k10",0.56,0.51
"map3k11",11.63,14.53
"map3k12",8.18,9.22
"map3k13",102.56,115.83
"map3k15",8.2,2.05
"map3k19",0,0.03
"map3k2",22.55,23.32
"map3k20",31.61,28.51
"map3k21",11.88,7.6
"map3k3",13.98,11.59
"map3k4",23.55,25.8
"map3k5",8.68,6.91
"map3k6",18.95,19.89
"map3k7",37.92,29.99
"map3k7cl",12.29,15.44
"map3k8",19.28,6.4
"map3k9",2.7,4.79
"map4",74.36,180.42
"map4k1",0.11,1.45
"map4k2",10.84,12.05
"map4k3",25.94,12.3
"map4k4",37.25,39.64
"map4k5",40.12,60.41
"map6",0.18,0.66
"map6d1",6.86,4.58
"map7",7.19,11.47
"map7d1",76.09,56.44
"map7d2",9.17,3.59
"map7d3",30.56,34.83
"map9",13.27,11.03
"mapk1",69.75,50.36
"mapk10",5.32,10.07
"mapk11",1.69,4.76
"mapk12",52.42,86.93
"mapk13",58.49,62.98
"mapk14",47.69,47.87
"mapk15",0.04,0.73
"mapk1ip1l",69.58,67.44
"mapk3",4.41,7.53
"mapk4",0,0.07
"mapk6",12.8,13.96
"mapk7",19.51,13.31
"mapk8",26.45,34.05
"mapk8ip1",0.71,1.09
"mapk8ip2",3.45,6.89
"mapk8ip3",3.81,3.79
"mapk9",24.6,23.91
"mapkap1",72.11,60.34
"mapkapk2",1.6,3.8
"mapkapk3",58.03,84.1
"mapkapk5",74.15,63.55
"mapkbp1",1.42,1.02
"mapre1",136.15,106.76
"mapre2",7.54,10.1
"mapre3",13.35,12.3
"marc1",0.54,1.98
"marc2",4.73,11.78
"march1",0.16,0.19
"march10",0.17,0.32
"march11",0,0
"march2",33.48,26.14
"march3",101.87,35.92
"march4",0.62,0.83
"march5",39.71,39.67
"march6",35.09,38.36
"march7",93.72,102.42
"march9",2.12,2.8
"marcks",14.38,12.24
"marcksl1",166.71,255.92
"marco",0,0
"marf1",3.49,7.56
"mark1",0.02,0.2
"mark2",8.16,9.74
"mark3",64.32,50.39
"mark4",0.49,0.89
"mars",328.15,306.12
"mars2",4.23,4.09
"marveld1",19.61,16.24
"marveld3",0.04,0.58
"mas1",0,0.04
"masp1",0.01,0.09
"masp2",0.1,0.04
"mast1",12.05,12.25
"mast2",17.95,15.89
"mast3",1.98,3.75
"mast4",0,0.05
"mastl",23.92,10.28
"mat1a",0,0.03
"mat2a",292.3,688.61
"mat2b",63.73,57.3
"matk",5.76,6.92
"matn1",0.08,0.32
"matn2",134.74,63.63
"matn3",34.96,15.08
"matn4",0.04,0.16
"matr3",195.99,185.88
"mau2",10.77,14.53
"mavs",10.81,12.04
"max",30.54,36.51
"maz",43.16,38.93
"mb",0.2,0.09
"mb21d2",3.5,2.7
"mbd1",21.68,29.28
"mbd2",23.35,29.8
"mbd3",25.73,33.16
"mbd3l1",0,0
"mbd3l2",0,0
"mbd4",35.64,39.81
"mbd5",6.82,18.44
"mbd6",1.65,4.05
"mbip",29.21,27.84
"mbl2",0.36,0.28
"mblac1",1.46,4.83
"mblac2",1.13,2.65
"mbnl1",17,17
"mbnl2",17.01,15.4
"mbnl3",0.68,6.51
"mboat1",1.02,1.16
"mboat2",66.73,70.57
"mboat4",0.03,0.18
"mbp",4.4,17.08
"mbtd1",2.85,6.6
"mbtps1",66.57,52.98
"mbtps2",34.22,17.01
"mc1r",6.45,10.45
"mc2r",0,0.01
"mc3r",0,0
"mc4r",0,0.05
"mc5r",0,0
"mcat",24.51,38.59
"mcc",0.03,0.3
"mccc1",38.03,62.24
"mccc2",31.18,32.75
"mcee",24.95,26.84
"mcemp1",0,0
"mcf2",0,0.07
"mcf2l",0.89,2.62
"mcfd2",161.92,123.27
"mchr1",0,0.18
"mcidas",0.62,1.78
"mcl1",38.8,46.52
"mcm10",15.79,11.54
"mcm2",161.85,211.69
"mcm3",221.54,227.2
"mcm3ap",11.51,9.08
"mcm4",240.95,220.2
"mcm5",127.38,157.18
"mcm6",86.99,88.89
"mcm7",338.64,391.24
"mcm8",3.46,2.67
"mcm9",4.77,8.59
"mcmbp",145.93,102.35
"mcmdc2",1.63,2.25
"mcoln1",13.99,17.48
"mcoln2",4.7,5.67
"mcoln3",3.85,21.61
"mcph1",9.34,9.22
"mcrip1",38.34,57.27
"mcrip2",54.96,49.54
"mcrs1",79.3,80.68
"mctp1",31.92,44.6
"mctp2",6.03,5.07
"mcts1",136.4,120.67
"mcu",105.62,100.54
"mcub",42.32,40.18
"mcur1",13.66,22.89
"mdfi",0,0.06
"mdfic",24,29.8
"mdga1",0.87,2.36
"mdga2",5.67,4.73
"mdh1",461.9,442.83
"mdh1b",1.85,3.19
"mdh2",153.86,296.64
"mdk",258.34,935.39
"mdm1",8.19,10.47
"mdm2",14.76,14.16
"mdm4",4.65,15.51
"mdn1",3.06,5.44
"mdp1",39.32,31.78
"me1",34.88,37.26
"me2",46.55,31.35
"me3",11.49,20.73
"mea1",204.31,188.28
"meaf6",59.52,64.02
"meak7",33.7,32.34
"mecom",0.54,1.88
"mecp2",17.11,23.86
"mecr",53.11,66.24
"med1",8.46,11.99
"med10",72.47,87.74
"med11",44.67,43.67
"med12",6.37,3.79
"med12l",0.8,1.31
"med13",1.76,2.59
"med13l",2.39,5.7
"med14",14.21,16.66
"med15",42.73,31.65
"med16",71.41,79.53
"med17",19.8,20.1
"med18",17,16.13
"med19",12.53,16.66
"med20",31.44,30.03
"med21",40.97,35.72
"med23",18.97,14.61
"med24",46.06,59.34
"med25",29,36.73
"med26",3.54,4.44
"med27",46.91,47.13
"med28",27.81,46.74
"med29",43.88,62.22
"med30",45.11,40.52
"med31",61.2,45.16
"med4",53.61,53.81
"med6",39.9,41.67
"med7",20.08,19.06
"med8",67.38,72.99
"med9",17.38,32.47
"medag",0.09,0.29
"mef2a",7.93,14.23
"mef2b",0,0.4
"mef2c",2.59,4.34
"mef2d",5.77,5.99
"mefv",0.15,0.79
"meg3",0,0.08
"megf10",0.63,1.04
"megf6",9.43,17.8
"megf8",1.4,1.11
"megf9",2.51,3.16
"mei1",4.35,1.37
"mei4",0.25,0.2
"meig1",0.47,0.36
"meikin",0,0
"meiob",52.83,30.52
"meioc",2.77,5.74
"meis1",1.59,2.57
"meis2",4.95,4.67
"meis3",49.44,80.75
"melk",55.42,35.91
"meltf",61.96,117.21
"memo1",22.08,17.6
"men1",25.05,30.05
"meox1",0,0.04
"meox2",0.07,0.05
"mep1a",0,0
"mep1b",0,0
"mepce",6.54,11.41
"mepe",0.03,0
"mertk",1.53,4.99
"mesd",23.62,19.92
"mesp1",2.79,7.95
"mesp2",0.79,0.89
"mest",0.19,0.34
"met",112.94,152.98
"metap1",54.99,45.49
"metap1d",5.2,3.19
"metap2",54.22,46.07
"metrn",181.15,316.08
"mettl1",59.16,72.44
"mettl11b",0,0.07
"mettl14",31.33,30.44
"mettl15",7.71,7.79
"mettl16",6.3,11.54
"mettl17",98.87,103.62
"mettl18",13.76,12.66
"mettl21a",48.06,45
"mettl21c",0,0.09
"mettl22",24.2,42.23
"mettl23",104.41,93.8
"mettl24",0,0.04
"mettl25",3.6,7.76
"mettl26",138.95,129.12
"mettl27",1.52,1.86
"mettl3",48.31,49.31
"mettl4",13.61,8.43
"mettl5",181.18,188.03
"mettl6",21.03,28.54
"mettl7b",11.47,35.2
"mettl8",23.48,17.51
"mettl9",50.87,51.21
"mex3a",0.67,1.74
"mex3b",0.38,0.57
"mex3c",6.27,2.64
"mex3d",0.29,1.28
"mfap2",177.19,160.56
"mfap3",7.46,7.09
"mfap3l",7.02,8.07
"mfap4",0,0.11
"mfap5",0.88,1.01
"mff",108.13,114.59
"mfge8",18.73,63.39
"mfhas1",1.52,1.62
"mfn1",19.66,29.8
"mfn2",42.97,45.48
"mfng",0.1,0.33
"mfrp",0,0.01
"mfsd1",68.49,70.23
"mfsd10",174.14,128.88
"mfsd11",13.22,13.47
"mfsd12",87.06,119.35
"mfsd13a",10.57,20.57
"mfsd13b",0,0
"mfsd14a",57.4,48.69
"mfsd14b",72.71,65.73
"mfsd2a",27.12,40.84
"mfsd2b",0.04,0.16
"mfsd3",30.5,35.05
"mfsd4a",1.17,2.38
"mfsd5",52.23,61.58
"mfsd6",18.32,17.03
"mfsd6l",0,0
"mfsd8",19.32,19.14
"mfsd9",8.22,15.17
"mga",11.17,17.1
"mgarp",1.28,1.06
"mgat1",38.58,32.46
"mgat2",16.26,21.27
"mgat3",0.2,0.45
"mgat4a",0.92,2.77
"mgat4b",65.51,120.92
"mgat4c",0.38,0.01
"mgat4d",0,0.01
"mgat5",3.84,7.35
"mgat5b",4.21,1.9
"mgll",437.73,734.87
"mgme1",69.53,41.39
"mgmt",39.96,73.15
"mgp",0,0.03
"mgrn1",1.67,3.09
"mgst1",296.3,380.14
"mgst2",29.27,35.08
"mgst3",474.02,610.39
"mia",0.11,0.44
"mia2",6.06,12.29
"mia3",41.11,42.33
"miat",0.01,0.18
"mib1",2.42,5.96
"mib2",24.31,35.05
"mical1",7.07,10.43
"mical2",54.71,71.87
"mical3",3.65,7.28
"micall1",4.09,6.14
"micall2",8.28,11.75
"micos10",378.01,338.87
"micos13",162.79,195.16
"micu1",91.99,122.33
"micu2",27.68,26.25
"micu3",3.81,5.85
"mid1",31.68,34.35
"mid1ip1",16.75,56.17
"mid2",11.86,12.16
"midn",4.18,16.1
"mief1",22.9,21.56
"mief2",25.38,37.23
"mien1",144.4,176.95
"mier1",12.1,17.19
"mier2",5.26,8.07
"mier3",4.24,7.69
"mif4gd",36.34,59.16
"miga1",5.13,7.35
"miga2",6.7,10.88
"miip",37.58,59.54
"milr1",2.97,3
"minar1",0.07,0.04
"minar2",0,0
"mindy1",2.76,5.05
"mindy2",18.85,22.28
"mindy3",12.71,10.73
"mindy4",1.2,2.11
"mink1",15.93,13.19
"minpp1",58.17,47.38
"mios",10.69,12.06
"miox",26.74,268.54
"mip",0.16,0.55
"mipep",35.28,39.13
"mipol1",4.26,8.79
"mir100",0,0
"mir106a",0,0
"mir106b",0,0
"mir107",0,0
"mir10a",0,0
"mir10b",0,0
"mir1193",0,0
"mir1197",0,0
"mir1199",9.32,0
"mir122",0,0
"mir1224",0,0
"mir1231",0,0
"mir124-2hg",0,0
"mir1247",0,0
"mir1249",0,0
"mir1251",0,0
"mir1258",0,0
"mir125a",0,0
"mir1264",0,0
"mir127",0,0
"mir128-1",0,0
"mir128-2",0,0
"mir129-1",0,0
"mir129-2",0,0
"mir1291",0,0
"mir1298",0,0
"mir1306",0,7.51
"mir130a",0,0
"mir130b",0,0
"mir132",0,0
"mir133b",0,0
"mir134",0,0
"mir135b",0,0
"mir136",0,0
"mir137",0,0
"mir138-1",0,0
"mir138-2",0,0
"mir139",0,0
"mir140",0,0
"mir141",0,0
"mir142",0,19.2
"mir143",0,0
"mir144",0,0
"mir146b",0,0
"mir148a",0,0
"mir148b",0,0
"mir149",0,0
"mir150",0,0
"mir152",0,0
"mir154",0,0
"mir155",0,0
"mir155hg",11.63,2.84
"mir15a",0,0
"mir15b",0,0
"mir16-1",0,0
"mir16-2",0,0
"mir17",0,0
"mir17hg",0.41,0.31
"mir181c",0,0
"mir181d",0,0
"mir182",0,0
"mir183",0,0
"mir184",0,0
"mir185",0,0
"mir186",0,0
"mir187",0,0
"mir188",0,0
"mir18b",0,0
"mir190a",0,0
"mir190b",0,0
"mir191",0,0
"mir1912",0,0
"mir192",0,0
"mir193a",0,0
"mir193b",0,0
"mir194-1",0,0
"mir194-2",0,0
"mir196b",0,0
"mir199b",0,0
"mir19a",0,0
"mir200a",0,0
"mir200b",0,0
"mir200c",0,0
"mir202",0,0
"mir204",0,0
"mir205",0,3.88
"mir206",0,0
"mir208a",0,0
"mir208b",0,0
"mir20a",0,0
"mir20b",0,0
"mir210",17.9,0
"mir211",0,0
"mir212",0,0
"mir214",0,0
"mir215",0,0
"mir216a",0,0
"mir216b",0,0
"mir217",0,0
"mir218-1",0,0
"mir218-2",0,0
"mir219b",0,0
"mir22",0,0
"mir221",0,0
"mir222",0,0
"mir223",0,0
"mir224",0,0
"mir23a",0,0
"mir23b",0,0
"mir24-1",0,0
"mir24-2",0,0
"mir25",0,0
"mir26b",0,0
"mir27a",0,0
"mir27b",0,0
"mir2861",0,0
"mir296",0,0
"mir298",0,0
"mir29a",0,0
"mir29c",0,0
"mir300",0,0
"mir301b",0,0
"mir302a",0,0
"mir302b",0,0
"mir302c",0,0
"mir302d",0,0
"mir3064",0,0
"mir3065",0,0
"mir30a",0,0
"mir30b",0,0
"mir30d",0,0
"mir30e",0,0
"mir31",0,0
"mir32",0,0
"mir324",0,0
"mir325",0,0
"mir326",0,0
"mir328",0,0
"mir330",0,0
"mir331",0,0
"mir335",0,0
"mir337",0,0
"mir338",0,0
"mir339",0,0
"mir340",0,0
"mir342",0,0
"mir345",0,0
"mir346",0,0
"mir34a",0,0
"mir34b",0,0
"mir34c",0,0
"mir361",0,0
"mir362",0,0
"mir3620",0,0
"mir363",0,0
"mir367",0,0
"mir369",0,0
"mir370",0,0
"mir374b",0,0
"mir374c",0,0
"mir375",0,0
"mir376b",0,0
"mir376c",0,0
"mir377",0,0
"mir378a",0,0
"mir378b",0,0
"mir378c",0,0
"mir379",0,0
"mir380",0,0
"mir381",0,0
"mir382",0,0
"mir383",0,0
"mir384",0,0
"mir3960",0,0
"mir409",0,0
"mir410",0,0
"mir411",0,0
"mir412",0,0
"mir421",0,0
"mir423",0,0
"mir425",0,0
"mir429",0,0
"mir431",0,0
"mir432",0,0
"mir433",0,0
"mir448",0,0
"mir449a",0,0
"mir449b",0,0
"mir449c",0,0
"mir450b",0,0
"mir451a",0,0
"mir451b",0,0
"mir452",0,0
"mir455",0,0
"mir466",0,0
"mir483",0,0
"mir484",0,0
"mir485",0,0
"mir487b",0,0
"mir488",0,0
"mir489",0,0
"mir490",0,0
"mir491",0,0
"mir493",0,0
"mir494",0,0
"mir495",0,0
"mir497",0,0
"mir501",0,0
"mir503",0,0
"mir504",0,0
"mir505",0,0
"mir5100",0,0
"mir511",0,0
"mir532",0,0
"mir539",0,0
"mir541",0,0
"mir542",0,0
"mir543",0,0
"mir551b",0,0
"mir568",0,19.15
"mir574",0,0
"mir582",0,0
"mir592",0,0
"mir598",0,0
"mir599",0,0
"mir615",0,0
"mir6516",0,7.71
"mir652",0,0
"mir653",0,0
"mir654",0,0
"mir665",0,0
"mir668",0,0
"mir670",0,0
"mir670hg",0,0
"mir671",0,18.05
"mir675",0,0
"mir676",0,0
"mir6769b",0,0
"mir7-1",0,0
"mir7-2",0,0
"mir708",0,0
"mir711",0,0
"mir718",0,0
"mir744",0,0
"mir758",0,0
"mir759",0,0
"mir760",0,0
"mir761",0,0
"mir762",0,27.27
"mir764",0,0
"mir767",0,0
"mir770",0,0
"mir802",0,0
"mir874",0,0
"mir875",0,0
"mir876",0,0
"mir877",0,0
"mir9-1",0,0
"mir9-2",0,0
"mir9-3",0,0
"mir9-3hg",0.1,0.05
"mir92b",0,0
"mir93",0,0
"mir96",0,0
"mir98",0,0
"mir99a",0,0
"mir99ahg",0.07,0.42
"mir99b",0,0
"mirlet7b",0,0
"mirlet7d",0,0
"mirlet7e",0,0
"mirlet7g",0,0
"mirlet7i",0,11.41
"mis12",25.84,25.84
"mis18a",18.28,18.87
"mis18bp1",36.16,33.28
"misp",0.48,1.62
"mitd1",63.64,67.69
"mitf",122.93,77.68
"mixl1",0,0.06
