"Gene.names","HK2_01","HK2_02"
"slc26a8",0,0.01
"slc26a9",0.04,0.07
"slc27a1",8.08,10.88
"slc27a2",0.29,4.9
"slc27a4",9.34,18.56
"slc27a5",13.37,18.18
"slc27a6",0.02,0.08
"slc28a1",0,0
"slc28a2",0.03,0.04
"slc28a3",0.16,0.02
"slc29a1",163.03,110.77
"slc29a2",0.03,0.38
"slc29a3",2.91,4.22
"slc29a4",26.14,31.44
"slc2a1",508.66,195.81
"slc2a10",8.25,12.3
"slc2a12",0.47,0.81
"slc2a13",4.47,2.92
"slc2a2",15.25,55.86
"slc2a3",33.19,33.42
"slc2a4",1.16,2.12
"slc2a5",8.24,4.75
"slc2a6",27.17,31.98
"slc2a7",0,0.03
"slc2a8",17.91,28.54
"slc2a9",0.8,1.45
"slc30a1",9.41,5.54
"slc30a10",0,0
"slc30a2",0,0.03
"slc30a3",0.24,0.28
"slc30a4",0.56,0.75
"slc30a5",31.85,28.88
"slc30a6",16.22,12.95
"slc30a7",7.84,8.57
"slc30a8",0,0.01
"slc30a9",59.92,64.45
"slc31a1",17.4,19.75
"slc31a2",11.15,17.15
"slc32a1",0,0.02
"slc33a1",27.56,24.14
"slc34a1",0.1,0.27
"slc34a2",0.04,3.21
"slc34a3",0.03,0.02
"slc35a1",46.76,36.05
"slc35a2",71.62,89.9
"slc35a3",13.02,13.77
"slc35a4",65.8,59.83
"slc35a5",33.1,24.58
"slc35b1",84.32,82.73
"slc35b2",171.92,105.28
"slc35b3",30.86,21.03
"slc35b4",34.63,34.76
"slc35c1",9.32,15.37
"slc35c2",85.49,91.53
"slc35d1",1.39,1.41
"slc35d2",35.24,38.13
"slc35d3",0.02,0.02
"slc35e1",37.19,28.34
"slc35e3",7.18,8.33
"slc35e4",13.82,10.46
"slc35f1",0,0.05
"slc35f2",44.19,45.09
"slc35f3",0.77,7.09
"slc35f4",0.32,0.05
"slc35f5",69.57,93.32
"slc35f6",11.81,23.74
"slc35g1",6.28,6
"slc35g2",55.42,63.35
"slc35g3",0,0
"slc36a1",0.51,1.4
"slc36a2",0,0.15
"slc36a3",0,0.07
"slc36a4",54.49,55.77
"slc37a1",0.3,0.49
"slc37a2",3.76,20.67
"slc37a3",21.27,22.87
"slc37a4",43.6,55.23
"slc38a1",146.89,130.37
"slc38a10",49.85,41.63
"slc38a11",2.23,5.84
"slc38a2",99.85,90.22
"slc38a3",2.96,13.22
"slc38a4",0.02,0.04
"slc38a5",6.05,4.48
"slc38a6",31.91,46.59
"slc38a7",12.75,29.04
"slc38a8",0,0.03
"slc38a9",20.23,14.7
"slc39a1",230.6,229
"slc39a10",27.65,20.69
"slc39a12",0,0
"slc39a13",57.51,72.28
"slc39a14",125.76,42.81
"slc39a2",0.17,0.04
"slc39a3",48.55,82.31
"slc39a4",122.11,217.42
"slc39a5",0,0.17
"slc39a6",59.64,39.45
"slc39a8",61.14,51.31
"slc39a9",19.26,14.52
"slc3a1",9.73,11.61
"slc3a2",99.95,186.18
"slc40a1",4.01,5.46
"slc41a1",20.02,13.18
"slc41a2",10.17,6.77
"slc41a3",31.48,38.75
"slc43a1",1.81,5.26
"slc43a3",472.9,298.54
"slc44a1",70.24,32.8
"slc44a2",29.73,28.34
"slc44a3",3.49,2.38
"slc44a5",0.07,0.24
"slc45a1",1.38,0.89
"slc45a2",0,0
"slc45a3",0.88,1.02
"slc45a4",0.71,1.75
"slc46a1",4.3,7.48
"slc46a2",0,0
"slc46a3",0.46,0.91
"slc47a1",0,0.03
"slc47a2",0.16,0.32
"slc48a1",52.59,33.67
"slc49a4",13.37,14.79
"slc4a1",0,0
"slc4a10",0,0
"slc4a11",5.96,11.29
"slc4a1ap",34.96,29.29
"slc4a2",71.17,81.04
"slc4a3",5.39,5.33
"slc4a4",7.51,10.21
"slc4a5",0.17,0.22
"slc4a7",10.28,13.37
"slc4a8",2.14,1.55
"slc4a9",0,0.09
"slc50a1",57.23,53.74
"slc51a",0.3,0.6
"slc51b",0,0.36
"slc52a2",93.57,135.03
"slc52a3",0,0.05
"slc5a1",0.01,0
"slc5a10",1.03,4.11
"slc5a11",0.02,0.13
"slc5a12",0,0
"slc5a2",1.31,4.74
"slc5a3",2.12,0.93
"slc5a5",0,0.03
"slc5a6",37.29,39.43
"slc5a7",0,0.02
"slc5a8",0,0.01
"slc5a9",0,0.15
"slc6a1",0,0.17
"slc6a11",0,0.05
"slc6a12",1.79,3.36
"slc6a13",2.35,3.22
"slc6a14",0,0.01
"slc6a15",20.57,18.09
"slc6a16",0.56,0.97
"slc6a17",0.24,0.51
"slc6a18",0,0.14
"slc6a19",0,0.04
"slc6a2",0,0.1
"slc6a3",0,0
"slc6a4",0.03,0.02
"slc6a5",0,0.04
"slc6a6",19.16,8.33
"slc6a7",0,0.23
"slc6a8",36.32,30.97
"slc6a9",1.26,3.2
"slc7a1",4.65,5.14
"slc7a10",0.14,0.06
"slc7a11",0.91,1.42
"slc7a13",0,0
"slc7a14",0.03,0.3
"slc7a2",1.36,1.19
"slc7a3",0,0
"slc7a4",0,0.02
"slc7a5",19.15,14.71
"slc7a6",15.06,18.48
"slc7a6os",24.06,33.3
"slc7a7",2.02,1.67
"slc7a8",0.09,0.11
"slc7a9",0,0.15
"slc8a1",0.22,0.28
"slc8a2",0.21,0.33
"slc8a3",0.03,0
"slc8b1",15.72,20.95
"slc9a1",6.95,7.25
"slc9a2",0.07,0.28
"slc9a3",1.45,1.93
"slc9a3r1",60.14,90.65
"slc9a3r2",2.08,5.88
"slc9a4",0,0.01
"slc9a5",3.98,5.09
"slc9a6",12.67,10.95
"slc9a7",5.82,5.68
"slc9a8",2.29,3.7
"slc9a9",0.1,0.33
"slc9b1",0.13,0.51
"slc9b2",5.22,5.73
"slc9c1",0.13,0.12
"slco1c1",0,0.06
"slco2a1",16.04,38.85
"slco2b1",0.81,0.04
"slco3a1",15.13,25.76
"slco4a1",932.95,264.77
"slco4c1",21.72,13.11
"slco5a1",0.39,0.81
"slf1",9.25,10.21
"slf2",16.69,36.43
"slfn14",0,0.01
"slfn5",8.22,11.91
"slfnl1",0.03,0.07
"slirp",482.77,536.73
"slit1",0,0.01
"slit2",0.36,0.12
"slit3",7.84,7.49
"slitrk1",0,0
"slitrk2",0,0.02
"slitrk3",0.16,0.85
"slitrk4",10.5,10.23
"slitrk5",0.48,1.06
"slitrk6",0,0
"slk",11.17,14.21
"slmap",24.09,31.85
"sln",430.64,570.75
"slpi",0.52,2.86
"sltm",55.25,47.26
"slu7",37.99,60.42
"slurp1",0,0
"slurp2",0,0
"slx1b",0,0.04
"slx4",0.36,0.47
"slx4ip",2.31,3.77
"smad1",22.38,32.97
"smad2",50,43.22
"smad3",23.44,18.86
"smad4",55.29,49.16
"smad5",25.75,47.41
"smad6",1.41,2.07
"smad7",7.38,5.61
"smad9",0.71,0.17
"smagp",26.49,32.4
"smap1",16.3,13.59
"smap2",31.09,15.53
"smarca1",0.79,0.8
"smarca2",28.8,25.23
"smarca4",45.57,50.14
"smarca5",46.68,35.48
"smarcad1",17,12.25
"smarcal1",34.67,31.68
"smarcc1",37.49,84.08
"smarcc2",49.03,84.23
"smarcd1",9.42,27.83
"smarcd2",55.28,71.18
"smarcd3",16.87,43.73
"smarce1",159.66,156.07
"smc1a",53.81,92.58
"smc1b",7.32,9.76
"smc2",39.71,34.3
"smc3",95.79,102.88
"smc4",211.77,272.19
"smc5",4.12,4.35
"smc6",27.16,33.24
"smchd1",4.52,4.89
"smco1",0,0
"smco2",0.08,0.22
"smco3",0.16,0.12
"smco4",37.24,47.34
"smcp",0,0.07
"smcr8",0.77,1.62
"smdt1",83.2,105.83
"smg1",4.32,5.81
"smg5",21.69,22.09
"smg6",3.72,5.49
"smg7",13.18,18.78
"smg8",19.46,19.38
"smg9",11.09,15.98
"smim1",3.59,28.15
"smim10l1",6.17,6.52
"smim10l2a",0.72,1.07
"smim12",98.1,98.09
"smim13",5.7,6.76
"smim14",56.09,58.91
"smim15",61.38,70.09
"smim17",0,0.04
"smim18",0.1,0.16
"smim19",12.26,20.9
"smim20",48.22,50.11
"smim22",0,0
"smim23",0,0.03
"smim24",19.94,60.19
"smim26",187.97,189.99
"smim27",13.52,18.38
"smim3",43.66,42.6
"smim31",0,0.01
"smim4",94.39,191.89
"smim5",0.06,0.22
"smim6",1.47,4.66
"smim7",85.75,93.91
"smim8",11.52,13.99
"smim9",0,0.19
"smlr1",0,0.05
"smn1",6.63,4.24
"smndc1",14.01,14.72
"smo",0.39,1.32
"smoc1",0,0
"smoc2",0.71,0
"smox",111.98,227.52
"smpd1",1.92,3.24
"smpd2",18.82,19.64
"smpd3",0.03,0.06
"smpd4",56.56,51.87
"smpd5",0,0.12
"smpdl3a",20.31,8.5
"smpdl3b",4.23,13.7
"smpx",0.13,0.4
"smr3a",0,0
"sms",1057.86,393.02
"smtn",124.78,76.79
"smtnl1",0,0.03
"smtnl2",6.17,3.81
"smu1",6.85,6.87
"smug1",79.69,77.29
"smurf1",8.05,10.21
"smurf2",10.68,11.16
"smyd1",0,0.01
"smyd2",153.67,91.47
"smyd3",70.1,86.98
"smyd4",17.72,15.84
"smyd5",28.71,28.17
"snai1",8.94,9.06
"snai2",22.31,18.8
"snai3",0.16,0.3
"snap23",55.68,55.97
"snap25",32.57,27.65
"snap29",28.87,38.83
"snap47",66.26,85.05
"snap91",0.07,0.59
"snapc1",50.62,37.1
"snapc2",25.91,42.62
"snapc3",23.07,11.19
"snapc4",1.48,2.39
"snapc5",44.55,44.43
"snapin",152.86,106.64
"snca",31.92,34.31
"sncaip",0,0.03
"sncb",0.34,0.09
"sncg",4.58,4.36
"snd1",123.55,150.54
"sned1",0.21,1.05
"snf8",304.43,339.18
"snhg1",19.09,22.04
"snhg11",24.15,30.42
"snhg12",26.18,14.36
"snhg14",7.9,8.52
"snhg15",50.08,78.03
"snhg17",28.23,45.51
"snhg18",12.67,19.71
"snhg20",4.41,7.8
"snhg3",7,10
"snhg5",27.94,43.95
"snhg6",70.33,90.16
"snhg8",86.57,85.76
"snhg9",31.57,53.06
"snip1",3.22,6.69
"snn",12.04,10.66
"snora15",0,0
"snora16a",0,0
"snora19",9.04,2.36
"snora20",0,2.15
"snora21",0,0
"snora23",6.78,2.69
"snora24",14.41,6.34
"snora26",0,2.75
"snora28",0,0
"snora2b",0,0
"snora30",0,0
"snora31",0,0
"snora33",0,0
"snora35",0,0
"snora36b",16.37,0
"snora41",0,4.13
"snora44",0,1.14
"snora47",0,0
"snora52",0,0
"snora57",0,2.76
"snora5c",0,0
"snora61",23.47,0
"snora62",0,0.29
"snora64",0,0
"snora65",0,0
"snora68",0,0
"snora69",0,0
"snora70",0,0
"snora73a",0,0
"snora73b",0,1.37
"snora74a",0,0
"snora75",0,0
"snora78",0,0
"snora7a",0,0
"snora81",0,0
"snora9",0,5.59
"snorc",1.37,3.11
"snord100",0,0
"snord104",0,30.9
"snord107",0,0
"snord11",0,0
"snord110",0,0
"snord111",0,0
"snord118",0,4.08
"snord12",0,6.69
"snord123",0,0
"snord13",69.89,358.88
"snord14a",0,0
"snord14c",0,0
"snord14d",0,0
"snord14e",0,0
"snord15a",0,0
"snord15b",0,0
"snord17",0.94,0.98
"snord19",0,0
"snord1a",0,0
"snord1b",0,0
"snord1c",0,0
"snord2",0,0
"snord21",0,0
"snord22",0,5.74
"snord23",0,6.87
"snord32a",0,0
"snord33",0,0
"snord34",0,0
"snord35a",0,0
"snord35b",0,0
"snord37",0,0
"snord38a",0,0
"snord42a",0,0
"snord42b",0,0
"snord43",0,0
"snord45b",0,0
"snord45c",0,0
"snord49a",0,11.59
"snord49b",0,8.52
"snord4a",0,0
"snord50b",0,0
"snord53",0,0
"snord55",0,18.27
"snord57",0,0
"snord58b",0,0
"snord59a",0,0
"snord60",0,0
"snord61",0,0
"snord64",0,0
"snord65",0,0
"snord66",0,0
"snord67",0,0
"snord68",0,0
"snord69",0,0
"snord7",0,0
"snord70",0,0
"snord71",0,0
"snord72",0,0
"snord73a",0,0
"snord8",0,0
"snord82",0,0
"snord83b",0,0
"snord87",0,0
"snord88a",0,0
"snord88c",0,0
"snord89",0,3.43
"snord90",0,0
"snord91a",0,0
"snord92",0,0
"snord93",0,0
"snord95",0,0
"snord96a",0,35.02
"snord98",0,0
"snord99",0,43.99
"snph",3.59,2.34
"snrk",5.13,7.73
"snrnp200",72.04,59.65
"snrnp25",78.84,81.03
"snrnp27",62.28,58.35
"snrnp35",24.76,34.88
"snrnp40",147.48,112.07
"snrnp48",6.09,9.43
"snrnp70",152.64,167.19
"snrpa",131.94,132.54
"snrpa1",112.25,88.05
"snrpb",668.39,823.44
"snrpb2",106.69,89.95
"snrpc",542.83,494.99
"snrpd1",216.63,250.19
"snrpd2",1950.02,1514.23
"snrpd3",104.02,191.86
"snrpe",669.64,699.58
"snrpf",69.61,109.88
"snrpg",509.03,485.15
"snrpn",115.58,140.81
"snta1",33.66,27.75
"sntb1",19.93,19.35
"sntb2",22.26,33.75
"sntg1",0,0.18
"sntn",0,0.03
"snu13",278.5,318.11
"snupn",45.53,41.84
"snurf",0.11,5.65
"snw1",88.12,90.71
"snx1",62.88,54.67
"snx10",112.48,149.01
"snx11",26.05,26.08
"snx12",3.82,4.91
"snx13",19.1,18.2
"snx14",110.92,75.31
"snx15",6.08,10.46
"snx16",8.06,8.37
"snx17",138.12,149.74
"snx18",0.22,0.54
"snx19",11.25,14.08
"snx2",55.82,78.93
"snx20",0,0.08
"snx21",20.96,27.87
"snx22",1.65,2.66
"snx24",11.42,10.02
"snx25",21.17,7.3
"snx27",9.79,10.58
"snx29",21.5,31.07
"snx3",488.92,331.16
"snx30",2.21,3.53
"snx31",0,0
"snx32",0.87,1.03
"snx33",5.67,3.92
"snx4",43.32,41.79
"snx5",101.82,127.17
"snx6",121.52,93.83
"snx7",56.37,52.41
"snx8",32.55,89.93
"snx9",44.72,58.13
"soat1",143.59,143.4
"soat2",0.21,0.08
"sobp",0.03,0.08
"socs1",4.08,3.98
"socs2",0.08,0.99
"socs3",11.32,21.6
"socs4",4.8,15.51
"socs5",5.89,5.84
"socs6",13.34,12.1
"sod1",533.02,504.16
"sod2",0.02,0.06
"sod3",5.41,25.39
"soga1",1.93,2.21
"soga3",0.88,5.58
"sohlh1",0,0.06
"sohlh2",0.34,0.35
"son",172.29,275.96
"sorbs1",4.12,4.27
"sorbs2",1.44,1.88
"sorbs3",56.57,59.69
"sorcs1",0,0.09
"sorcs2",0.11,0.39
"sorcs3",0,0
"sord",19.46,18.59
"sorl1",0,0.06
"sort1",10.35,15.45
"sos1",3.59,17.29
"sos2",8.92,7.9
"sost",0,0.07
"sostdc1",0.08,0.05
"sowaha",0,0.01
"sowahb",0.09,1.47
"sowahc",6.45,4.79
"sowahd",1.98,4.11
"sox1",0,0
"sox10",0,0.06
"sox11",0.05,0.18
"sox12",3.25,8.45
"sox13",2.17,2.86
"sox14",0,0.04
"sox15",0.17,0.21
"sox17",0,0.05
"sox18",0.73,2.04
"sox2",0,0.18
"sox21",0,0.05
"sox3",0,0
"sox30",0,0
"sox4",13.25,36.03
"sox5",0,0
"sox6",0.02,0.12
"sox7",0.15,0
"sox8",0,0.01
"sox9",0.81,0.27
"sp1",4.25,4.49
"sp100",65.8,65.71
"sp110",9.36,21.2
"sp140",5.36,12.93
"sp2",2.96,5.03
"sp3",70.52,41.53
"sp4",0.8,0.63
"sp5",0.28,1.12
"sp6",0.3,0.34
"sp8",0.02,0
"sp9",0.57,0.1
"spa17",12.84,12.51
"spaar",0.63,1.07
"spaca1",0,0.16
"spaca3",0,0
"spaca4",0,0
"spaca5",0,0
"spaca6",3.76,7.7
"spaca9",10.47,11.57
"spag1",4.9,3.76
"spag11a",0,0
"spag11b",0,0.11
"spag16",26.25,33.86
"spag17",3.09,4.44
"spag4",106.41,69.63
"spag5",113.95,52.52
"spag6",0,0.15
"spag7",152.93,142.1
"spag8",2.16,2.36
"spag9",17.59,20.05
"spam1",0,0
"spanxn4",0,0
"sparc",381.46,673.29
"sparcl1",0,0.01
"spast",4.87,4.79
"spata1",0.08,1.32
"spata13",2.29,4.67
"spata16",0,0
"spata17",5.37,5.72
"spata18",0.27,0.54
"spata19",0,0
"spata2",9.43,11.94
"spata20",43.2,62.13
"spata21",0.11,0.04
"spata24",1.79,4.38
"spata25",0.14,0.68
"spata2l",7.59,11.22
"spata3",0,0.07
"spata32",0,0.15
"spata33",10.96,29.26
"spata4",2.95,0.32
"spata45",0,0
"spata46",0,0
"spata48",0,0
"spata5",2.3,4.86
"spata5l1",18.53,17.62
"spata6",6.73,9.18
"spata9",0.21,0.43
"spatc1",0,0.02
"spatc1l",22.46,38.22
"spats1",0,0
"spats2",38.57,45.83
"spats2l",83.39,76.57
"spc24",12.87,10.25
"spc25",39.35,24.88
"spcs1",277.78,249.44
"spcs2",69.03,107.73
"spcs3",51.91,47.17
"spdef",0,0.09
"spdl1",51.63,39.65
"spdya",4.6,3.93
"specc1",24.16,39.45
"specc1l",6.08,19.26
"spef1",1.43,2.04
"spef2",3.06,6.14
"speg",10.17,11.7
"spem1",0,0
"spem2",0,0.11
"spen",34.53,41.73
"spert",0,0.03
"spesp1",0,0
"spg11",8.21,12.49
"spg21",116.42,123.98
"spg7",62.36,75.6
"sphk1",39.31,109.63
"sphk2",5.52,7.08
"sphkap",0,0
"spi1",0,0.04
"spib",0,0.11
"spic",0,0
"spice1",13.4,14.14
"spidr",44.24,51.96
"spin1",40.58,28.54
"spin4",2.51,3.1
"spindoc",2.94,4.25
"spink1",0.86,1.39
"spink13",3.15,3.36
"spink14",0,0
"spink2",4.02,4.67
"spink4",0,0.18
"spink5",0,0
"spink6",0,0
"spink7",0,0
"spink8",0,0
"spint1",32.36,35.87
"spint2",475.51,595.07
"spint3",0,0.13
"spint4",0,0
"spire1",15.19,16.44
"spire2",4.07,9.3
"spn",0,0.02
"spns1",54.33,93.2
"spns3",2.75,4.22
"spo11",0,0
"spocd1",18.18,25.8
"spock1",112.85,192.15
"spock2",0.19,0.19
"spock3",0.24,0.89
"spon1",0.01,0.18
"spon2",0.11,1.69
"spop",80.26,81.66
"spopl",3.91,4.78
"spout1",43.86,61.3
"spp1",7517.45,7610.93
"spp2",0,0
"sppl2a",36.24,32.58
"sppl2b",12.99,18.87
"sppl3",32.84,40.56
"spr",54.45,88.1
"spred1",2.76,5.04
"spred2",16.86,10.37
"spred3",1.41,2.33
"sprn",1.05,1.07
"sprr1a",0,0.37
"sprr1b",0,0
"sprr2b",0,0
"sprr2d",0,0
"sprr2e",0,0.08
"sprr2f",0,0
"sprr2g",0,0
"sprr3",0,0
"sprr4",0,0
"sprtn",12.92,16.28
"spry1",12.84,13.16
"spry2",50,56.99
"spry3",0.23,0.03
"spry4",0.62,1.61
"spryd3",19.54,18.62
"spryd4",2.71,3.47
"spryd7",9.41,5.59
"spsb1",30.67,34.77
"spsb2",14.09,28.94
"spsb3",37.27,65.97
"spsb4",0,0.17
"spta1",0,0.09
"sptan1",46.11,42.14
"sptb",0,0.07
"sptbn1",39.81,39.96
"sptbn2",1.92,2.84
"sptbn4",11.63,4.96
"sptbn5",0,0.02
"sptlc1",86.42,74.77
"sptlc2",18.78,17.91
"sptlc3",5.29,6.88
"sptssa",27.41,22.36
"sptssb",0,0.45
"spty2d1",3.79,9.98
"spx",2.07,1.71
"spz1",0,0
"sqle",97.42,51.71
"sqor",312.54,430.77
"sqstm1",244.62,493.96
"sra1",42.09,51.82
"srarp",0,0
"srbd1",8.86,6.89
"src",10.99,16.99
"srcap",2.55,7.08
"srd5a1",22.01,27.65
"srd5a2",0,0.02
"srd5a3",9.13,16.11
"srebf1",23.92,47.26
"srebf2",35.62,32.94
"srek1",29.24,35.77
"srek1ip1",18.48,17.28
"srf",3.73,4.36
"srfbp1",12.12,6.24
"srgap1",16.39,27.28
"srgap2",12.1,15.67
"srgap3",1.21,3.26
"srgn",0.25,0
"sri",258.48,243.68
"srl",0.02,0.05
"srm",219.99,247.18
"srms",0.1,0.21
"srp14",590.13,657.64
"srp19",74.47,92.32
"srp68",112.43,94.27
"srp72",148.11,167.78
"srp9",581.11,265.84
"srpk1",76.79,94.57
"srpk2",24.83,41.78
"srpk3",0.08,0.01
"srprb",45.29,85.38
"srpx",30.47,31.15
"srpx2",14.72,5.23
"srr",6.46,8.16
"srrd",22.11,18.66
"srrm1",103.25,139.44
"srrm2",44.41,115.43
"srrm3",2,3.59
"srrm4",0,0.03
"srrt",87.43,82.78
"srsf1",73.52,76.65
"srsf10",179.23,127.81
"srsf11",158.86,186.22
"srsf12",5.49,7.04
"srsf2",201.4,283.08
"srsf3",340.26,385.23
"srsf4",104.03,95.97
"srsf5",157.9,271.22
"srsf6",27.32,37.45
"srsf7",270.68,256.03
"srsf9",542.24,387.05
"srxn1",77.96,50.49
"sry",0,0
"ss18l1",2.97,2.5
"ss18l2",64.76,73.63
"ssb",124.31,138.03
"ssbp2",25.49,12.63
"ssbp3",5.02,4.75
"ssbp4",44.85,65.86
"ssc4d",1.12,3.12
"ssc5d",0.72,2.55
"ssh1",4.12,13.22
"ssh2",47.23,45.75
"ssh3",19.56,26.21
"ssmem1",0,0
"ssna1",146.23,178.32
"sspn",1,0.68
"sspo",0.01,0.18
"ssr1",128.67,117.7
"ssr2",264,271.4
"ssr3",316.37,369.5
"ssr4",571.54,637.86
"ssrp1",27.88,37.15
"sst",0,0
"sstr1",0,0.03
"sstr2",0,0.06
"sstr3",0,0.07
"sstr4",0,0
"sstr5",0.06,0.17
"ssu72",153.49,218
"ssx2ip",19.16,21.79
"st13",107.92,114.81
"st14",0.07,0.12
"st18",0,0.21
"st3gal1",12.71,16.14
"st3gal2",28.94,22.37
"st3gal3",10.59,13.61
"st3gal4",12.27,16.26
"st3gal5",3.21,1.01
"st3gal6",10.32,14.36
"st5",20.96,28.56
"st6gal1",9.25,20.38
"st6gal2",0,0.01
"st6galnac1",0,0.17
"st6galnac3",0.29,0.91
"st6galnac4",41.46,44.19
"st6galnac5",2.97,1.52
"st6galnac6",52.91,55.25
"st7",19.43,22.78
"st7l",19.71,20
"st8sia1",0.26,1.16
"st8sia2",0,0.01
"st8sia3",0,0.02
"st8sia4",0,0.02
"st8sia5",0.45,4.42
"st8sia6",0,0.08
"stab1",0.28,0.27
"stab2",0,0.1
"stac",97.01,41.8
"stac2",0.03,0
"stac3",0.09,0.28
"stag1",15.79,18.71
"stag2",31.47,35.6
"stag3",71.37,50.81
"stam",18.1,12.68
"stam2",3.24,3.66
"stambp",64.22,43.31
"stambpl1",2.11,1.72
"stap1",0,0
"stap2",34.33,46.67
"star",0,0.05
"stard10",18.22,28.75
"stard13",7.21,4.2
"stard3",37.88,49.59
"stard3nl",103.31,79.52
"stard4",21.77,15.67
"stard5",2.74,2.41
"stard6",0.42,0.5
"stard7",114.93,101.19
"stard8",4.59,2.38
"stard9",0.43,0.63
"stat1",321.63,485.8
"stat2",22.19,32.45
"stat3",37.08,61.39
"stat4",6.32,18.59
"stat5a",8.11,12.67
"stat5b",12.11,13.32
"stat6",51.28,43.81
"stau1",83.76,81.45
"stau2",72.08,83.75
"stbd1",19.17,13.15
"stc1",0,0.05
"stc2",7.53,15.91
"steap1",12.39,10.77
"steap2",2.37,5.29
"steap3",27.94,31.76
"steap4",0,0.03
"stil",23.04,19.18
"stim1",8.75,11.84
"stim2",15.06,15.11
"stimate",15.43,13.32
"stip1",267.76,247.69
"stk10",14.46,8.12
"stk11",42.67,33.81
"stk11ip",14.77,15.81
"stk16",22.88,21.35
"stk17b",2.22,1.82
"stk24",36.21,58.49
"stk25",279.38,247.84
"stk26",21.06,17.78
"stk3",24.44,33.03
"stk31",0.02,0.08
"stk32a",0.06,0.01
"stk32b",5.29,14.24
"stk32c",49.47,56.1
"stk33",9.38,10.57
"stk35",6.23,4.52
"stk36",28.2,29.41
"stk38",23.57,24.87
"stk38l",5.79,8.04
"stk39",12.02,11.63
"stk4",34.7,30.35
"stk40",20.33,21.38
"stkld1",1.02,2.91
"stmn1",877.11,889.87
"stmn2",0,0
"stmn3",7.06,14.33
"stmn4",0,0.04
"stmnd1",0,0.04
"stn1",37.86,30.18
"stom",41.66,27.86
"stoml1",10.42,13.49
"stoml2",201.44,207.98
"stoml3",0,0
"ston1",0.65,1.1
"ston2",1.18,5.38
"stox1",0.52,1.38
"stox2",6.87,8.97
"stpg1",10.34,12.03
"stpg2",0.26,0.37
"stpg3",0,0.11
"stpg4",0.97,0.31
"stra6",2.15,2.83
"stra8",0,0
"strada",21.92,26.66
"stradb",74.22,50.97
"strap",324.05,208.92
"strbp",26,26.17
"strc",0,0.12
"strip1",19.39,24.45
"strip2",3.93,4.47
"strit1",0,0.11
"strn",3.62,5.2
"strn3",5.89,5.65
"strn4",39.73,46.31
"stt3a",324.66,212.31
"stt3b",164.1,108.1
"stub1",152.83,177.62
"stum",0.01,0.14
"stx11",0.29,0.2
"stx12",18.82,15.16
"stx16",32,24.81
"stx17",9.91,21.39
"stx18",23.06,24.94
"stx19",0.07,0.12
"stx1a",7.21,9.79
"stx1b",0.55,1.13
"stx2",21.06,11.76
"stx3",27.03,26.71
"stx6",20.59,16.89
"stx7",41.34,37
"stx8",60.49,92.08
"stxbp1",32.73,31.15
"stxbp2",91.74,98.38
"stxbp3",51.62,40.13
"stxbp4",5.85,13.29
"stxbp5",3.51,3.57
"stxbp5l",0.05,0.07
"stxbp6",4.54,5.82
"styk1",6.19,2.27
"styx",7.03,5.18
"styxl1",54.29,72.47
"sub1",178.24,214.59
"sucla2",52.97,47.55
"suclg1",65.59,83.75
"suclg2",75.13,68.75
"sucnr1",0,0.04
"suco",21.81,19.85
"suds3",12.92,10.06
"sufu",5.87,8.04
"sugct",6.53,14.66
"sugp2",25.7,33.9
"sugt1",28.56,34.83
"sulf1",0.25,0.44
"sulf2",0,0.5
"sult1a1",45.42,43.78
"sult1b1",0,0.1
"sult1c2",29.87,45.62
"sult1e1",0,0.02
"sult2a1",0,0
"sult2b1",0.15,0.44
"sult4a1",3.51,2.85
"sult6b1",0,0
"sumf1",78.29,56.2
"sumf2",63.54,93.32
"sumo1",249.27,220.14
"sumo2",251.19,318.82
"sumo3",33.31,44.81
"sun1",97.46,112.81
"sun2",76.33,37.59
"sun3",1.54,2.9
"sun5",0,0
"suox",17.08,25.3
"supt7l",28.23,33.34
"supv3l1",60.35,54.48
"susd1",9.11,11.12
"susd2",0,0.16
"susd3",0,1.2
"susd4",1.08,0.8
"susd5",0.2,0.28
"susd6",1.8,2.47
"suv39h1",22.9,19.21
"suv39h2",20.78,16.31
"suz12",14.02,8.72
"sv2a",0,0.01
"sv2b",0,0
"sv2c",0,0
"svbp",25.24,29.46
"svep1",0,0.11
"svil",31.54,68.54
"svip",15.8,21.05
"svop",0,0.02
"svopl",0.03,0.06
"swap70",15.66,17.63
"swi5",138.6,182.21
"swsap1",5.85,7.27
"swt1",4.12,1.68
"syap1",29.54,29.75
"sybu",9.42,6.4
"syce1",0,0
"syce1l",6.44,25.51
"syce2",9.21,6.4
"syce3",0.73,1.63
"sycn",0,0
"sycp1",0,0.2
"sycp2",37.07,41.35
"sycp2l",0.11,0.08
"sycp3",0.18,0.09
"syde1",9.79,9.57
"syde2",1.24,1.58
"syf2",58.12,44.8
"syk",0,0.02
"sympk",23.91,26.94
"syn1",2.61,2.78
"syn2",0.26,0.08
"syn3",0,0
"sync",6.53,9.18
"syncrip",58.51,78.02
"syndig1",0,0.05
"syndig1l",0,0.33
"syne1",6.39,8.86
"syne2",18.8,43.21
"syne3",0.01,0.18
"syne4",0.63,3.51
"syngap1",0.24,4.51
"syngr1",41.94,70.77
"syngr2",134.75,200.75
"syngr3",51.37,48.31
"syngr4",0.65,0.49
"synj1",1.69,1.45
